Organization Code,Organization Name,Audience Provider ID
182_3284,"Pocono Family YMCA Daycare",4	
182_3664,"Pocono Mountain Charter School",4	
182_2260,"Pocono Mountain School District",4	
182_2268,"Port Jervis City School District",4	
182_2272,"Pottsville Area School District",4	
182_3352,"Precious Moments Academy",4	
182_1336,"Precious Ones Daycare",4	
182_3564,"Pride Mobility",4	
182_2280,"PSU/Hazleton Campus",4	
182_2284,"PSU/Lehigh Valley",4	
182_2288,"PSU/Northern Tier",4	
182_2292,"PSU/Schuylkill Campus",4	
182_2296,"PSU/Scranton Campus",4	
182_2300,"PSU/University Park",4	
182_2304,"PSU/Wilkes-Barre Campus",4	
182_3176,"Public Library for Union County",4	
182_3140,"Queen of Peace/Brodheadsville",4	
182_2936,"Rainbow Trail Child Care Center",4	
182_1340,"Rally Round Child Care Ctr",4	
182_3060,"Renovo Senior Center",4	
182_2316,"Revival Baptist Christian School",4	
182_3736,"River Valley Regional YMCA",4	
182_2324,"Riverside School District",4	
182_1348,"Robinwood Daycare Center",4	
182_2328,"Rock Christian Academy",4	
182_3528,"Rock Solid Academy",4	
182_3112,"Safe Haven Daycare-Preschool",4	
182_2348,"Saint Clair Area School District",4	
182_2352,"Salisbury Township School District",4	
182_3524,"Sam, Inc.",4	
182_3292,"Sand Castle Daycare",4	
182_2356,"Saucon Valley School District",4	
182_2360,"Sayre Area School District",4	
182_2364,"Schuylkill AVTS/North",4	
182_2368,"Schuylkill AVTS/South",4	
182_2372,"Schuylkill Haven Area",4	
182_2276,"Schuylkill Health School of Nursing",4	
182_2380,"Schuylkill IU 29",4	
182_2384,"Schuylkill Maple Avenue Campus",4	
182_3500,"Schuylkill YMCA",4	
182_3064,"Scranton Federal Building",4	
182_2396,"Scranton Hebrew Day School",4	
182_2400,"Scranton Preparatory School",4	
182_2392,"Scranton School District",4	
182_3224,"Scranton School for Deaf",4	
182_3804,"Scribbles to Scholars",4	
182_2408,"Selinsgrove Area School District",4	
182_3808,"Senior Care Adult Daycare",4	
182_3748,"Service 1st Federal Credit Union",4	
182_2420,"Shamokin Area School District",4	
182_2424,"Shenandoah Valley School District",4	
182_2428,"Shikellamy School District",4	
182_3612,"Sign up for text alerts & smartphone apps on Eyewitness News' website",4	
182_3536,"Simmons Company",4	
182_1364,"Small Wonders Learning Ctr/Scranton",4	
